path_id,model,abs_time,abs_state,steps
971,A,0.89550000000000007,1,8955
971,B,0.55410000000000004,0,5541
972,A,1.7230000000000001,1,17230
972,B,0.23530000000000001,0,2353
973,A,0.4098,1,4098
973,B,0.71600000000000008,0,7160
974,A,0.65590000000000004,1,6559
974,B,0.3034,0,3034
975,A,0.86580000000000001,1,8658
975,B,1.0112000000000001,0,10112
976,A,0.51219999999999999,0,5122
976,B,0.62670000000000003,1,6267
977,A,1.0079,1,10079
977,B,2.2989000000000002,0,22989
978,A,1.1014000000000002,1,11014
978,B,0.76960000000000006,0,7696
979,A,0.43340000000000001,1,4334
979,B,0.72540000000000004,0,7254
980,A,0.22690000000000002,1,2269
980,B,0.40200000000000002,0,4020
981,A,0.71030000000000004,1,7103
981,B,2.1126,0,21126
982,A,2.0399000000000003,1,20399
982,B,1.4312,0,14312
983,A,0.48180000000000001,1,4818
983,B,0.52380000000000004,0,5238
984,A,0.52450000000000008,1,5245
984,B,1.2339,1,12339
985,A,0.47460000000000002,1,4746
985,B,1.4626000000000001,0,14626
986,A,0.49490000000000001,1,4949
986,B,0.2117,0,2117
987,A,0.52190000000000003,1,5219
987,B,1.2504,1,12504
988,A,1.2028000000000001,1,12028
988,B,0.97440000000000004,0,9744
989,A,0.81110000000000004,1,8111
989,B,1.2004000000000001,0,12004
990,A,1.0339,1,10339
990,B,0.36349999999999999,0,3635
991,A,0.61650000000000005,1,6165
991,B,0.52500000000000002,0,5250
992,A,0.43049999999999999,1,4305
992,B,1.2327000000000001,0,12327
993,A,1.1158000000000001,1,11158
993,B,1.0845,1,10845
994,A,0.56890000000000007,1,5689
994,B,1.9262000000000001,0,19262
995,A,0.76060000000000005,1,7606
995,B,1.0991,0,10991
996,A,0.53539999999999999,1,5354
996,B,0.74820000000000009,1,7482
997,A,0.24930000000000002,0,2493
997,B,1.2646000000000002,0,12646
998,A,0.44230000000000003,1,4423
998,B,2.3414999999999999,1,23415
999,A,0.74230000000000007,1,7423
999,B,2.2600000000000002,1,22600
1000,A,0.70050000000000001,1,7005
1000,B,1.3993,0,13993
1001,A,0.89080000000000004,1,8908
1001,B,0.37440000000000001,0,3744
1002,A,1.3253000000000001,1,13253
1002,B,0.98070000000000002,0,9807
1003,A,1.4363000000000001,1,14363
1003,B,1.7990000000000002,1,17990
1004,A,0.45890000000000003,1,4589
1004,B,1.4403000000000001,0,14403
1005,A,0.28539999999999999,1,2854
1005,B,0.48480000000000001,0,4848
1006,A,0.65429999999999999,1,6543
1006,B,0.59940000000000004,0,5994
1007,A,0.34920000000000001,1,3492
1007,B,1.4220000000000002,1,14220
1008,A,0.95750000000000002,1,9575
1008,B,2.8086000000000002,1,28086
1009,A,1.1693,1,11693
1009,B,1.5133000000000001,0,15133
1010,A,0.78460000000000008,1,7846
1010,B,0.17030000000000001,0,1703
1011,A,0.7127,1,7127
1011,B,5.2007000000000003,1,52007
1012,A,0.73350000000000004,1,7335
1012,B,1.0756000000000001,1,10756
1013,A,0.78560000000000008,1,7856
1013,B,0.8196,0,8196
1014,A,0.4133,1,4133
1014,B,1.2594000000000001,0,12594
1015,A,0.9900000000000001,1,9900
1015,B,1.2048000000000001,1,12048
1016,A,0.67300000000000004,1,6730
1016,B,0.44700000000000001,0,4470
1017,A,0.76280000000000003,1,7628
1017,B,0.99820000000000009,0,9982
1018,A,0.64140000000000008,1,6414
1018,B,1.3778000000000001,1,13778
1019,A,0.47220000000000001,1,4722
1019,B,0.88740000000000008,1,8874
1020,A,0.53800000000000003,1,5380
1020,B,1.3072000000000001,1,13072
1021,A,1.4829000000000001,1,14829
1021,B,1.0399,1,10399
1022,A,0.66020000000000001,1,6602
1022,B,0.8125,0,8125
1023,A,0.56559999999999999,1,5656
1023,B,1.8323,1,18323
1024,A,0.8649,1,8649
1024,B,1.3747,1,13747
1025,A,1.351,1,13510
1025,B,0.56059999999999999,0,5606
1026,A,0.73120000000000007,1,7312
1026,B,1.9529000000000001,0,19529
1027,A,0.63170000000000004,1,6317
1027,B,0.20700000000000002,0,2070
1028,A,0.75280000000000002,1,7528
1028,B,3.2982,1,32982
1029,A,1.1915,1,11915
1029,B,0.30740000000000001,0,3074
1030,A,0.74140000000000006,1,7414
1030,B,3.7830000000000004,0,37830
1031,A,0.73310000000000008,1,7331
1031,B,4.8100000000000005,1,48100
1032,A,0.8579,1,8579
1032,B,1.8111000000000002,1,18111
1033,A,1.2090000000000001,1,12090
1033,B,0.46830000000000005,0,4683
1034,A,0.7752,1,7752
1034,B,1.1118000000000001,0,11118
1035,A,0.66090000000000004,1,6609
1035,B,2.1853000000000002,0,21853
1036,A,0.66660000000000008,1,6666
1036,B,0.26150000000000001,0,2615
1037,A,0.86610000000000009,1,8661
1037,B,1.4633,1,14633
1038,A,0.3337,1,3337
1038,B,2.6408,1,26408
1039,A,0.68159999999999998,1,6816
1039,B,0.2555,0,2555
1040,A,0.95650000000000002,1,9565
1040,B,0.67049999999999998,0,6705
1041,A,0.77170000000000005,1,7717
1041,B,0.4224,0,4224
1042,A,0.96900000000000008,1,9690
1042,B,2.1868000000000003,1,21868
1043,A,0.62170000000000003,1,6217
1043,B,1.7472000000000001,0,17472
1044,A,0.55740000000000001,1,5574
1044,B,3.4616000000000002,0,34616
1045,A,1.3446,1,13446
1045,B,1.6136000000000001,0,16136
1046,A,0.44580000000000003,1,4458
1046,B,1.9524000000000001,0,19524
1047,A,0.9919,1,9919
1047,B,0.35010000000000002,0,3501
1048,A,0.78800000000000003,1,7880
1048,B,2.6390000000000002,1,26390
1049,A,0.67859999999999998,1,6786
1049,B,1.4026000000000001,1,14026
1050,A,0.56710000000000005,1,5671
1050,B,0.7359,0,7359
1051,A,0.48150000000000004,1,4815
1051,B,1.9686000000000001,0,19686
1052,A,1.6357000000000002,1,16357
1052,B,0.70310000000000006,1,7031
1053,A,1.1349,1,11349
1053,B,0.3105,0,3105
1054,A,0.5554,1,5554
1054,B,0.29650000000000004,0,2965
1055,A,0.38390000000000002,1,3839
1055,B,1.3676000000000001,0,13676
1056,A,1.4482000000000002,1,14482
1056,B,2.0148999999999999,1,20149
1057,A,1.4671000000000001,1,14671
1057,B,0.99720000000000009,0,9972
1058,A,0.72140000000000004,1,7214
1058,B,1.6621000000000001,0,16621
1059,A,0.64650000000000007,1,6465
1059,B,0.47210000000000002,0,4721
1060,A,0.84179999999999999,1,8418
1060,B,0.76550000000000007,1,7655
1061,A,1.2974000000000001,1,12974
1061,B,0.15060000000000001,0,1506
1062,A,0.92810000000000004,1,9281
1062,B,1.9255,0,19255
1063,A,0.2923,1,2923
1063,B,0.93010000000000004,0,9301
1064,A,0.57800000000000007,1,5780
1064,B,1.2772000000000001,0,12772
1065,A,0.4491,1,4491
1065,B,1.3044,0,13044
1066,A,0.71660000000000001,1,7166
1066,B,3.1652,0,31652
1067,A,0.48660000000000003,1,4866
1067,B,0.46810000000000002,0,4681
1068,A,0.43090000000000001,1,4309
1068,B,1.7176,1,17176
1069,A,1.3915,1,13915
1069,B,2.4696000000000002,1,24696
1070,A,0.93290000000000006,1,9329
1070,B,1.4106000000000001,0,14106
1071,A,0.64829999999999999,1,6483
1071,B,0.54060000000000008,0,5406
1072,A,1.4355,1,14355
1072,B,3.5534000000000003,1,35534
1073,A,0.77670000000000006,1,7767
1073,B,0.4874,0,4874
1074,A,0.90060000000000007,1,9006
1074,B,1.5802,0,15802
1075,A,0.61899999999999999,1,6190
1075,B,0.32830000000000004,0,3283
1076,A,0.25690000000000002,0,2569
1076,B,0.77450000000000008,0,7745
1077,A,1.5107000000000002,1,15107
1077,B,0.81920000000000004,0,8192
1078,A,0.97440000000000004,1,9744
1078,B,1.0806,0,10806
1079,A,0.98660000000000003,1,9866
1079,B,1.0434000000000001,1,10434
1080,A,0.42910000000000004,1,4291
1080,B,0.36549999999999999,0,3655
1081,A,0.64870000000000005,1,6487
1081,B,0.36810000000000004,0,3681
1082,A,0.3291,1,3291
1082,B,0.1918,0,1918
1083,A,0.37080000000000002,1,3708
1083,B,1.8479000000000001,0,18479
1084,A,0.37120000000000003,1,3712
1084,B,0.94130000000000003,0,9413
1085,A,1.7427000000000001,1,17427
1085,B,1.3529,0,13529
1086,A,0.76580000000000004,1,7658
1086,B,1.0209000000000001,0,10209
1087,A,0.30199999999999999,1,3020
1087,B,1.1798,0,11798
1088,A,0.58960000000000001,1,5896
1088,B,0.84379999999999999,1,8438
1089,A,0.42420000000000002,1,4242
1089,B,0.73780000000000001,0,7378
1090,A,0.28450000000000003,1,2845
1090,B,2.3477000000000001,0,23477
1091,A,0.72860000000000003,1,7286
1091,B,0.63880000000000003,1,6388
1092,A,1.1254999999999999,1,11255
1092,B,1.9206000000000001,0,19206
1093,A,0.53760000000000008,1,5376
1093,B,0.47820000000000001,0,4782
1094,A,0.34500000000000003,0,3450
1094,B,1.2024000000000001,0,12024
1095,A,0.62850000000000006,1,6285
1095,B,0.1605,0,1605
1096,A,1.0193000000000001,1,10193
1096,B,1.0265,1,10265
1097,A,1.0075000000000001,1,10075
1097,B,0.43120000000000003,0,4312
1098,A,0.77440000000000009,1,7744
1098,B,0.88550000000000006,1,8855
1099,A,1.3719000000000001,1,13719
1099,B,0.30580000000000002,1,3058
1100,A,0.32650000000000001,0,3265
1100,B,0.96090000000000009,1,9609
1101,A,0.41400000000000003,1,4140
1101,B,0.15810000000000002,0,1581
1102,A,1.0190000000000001,1,10190
1102,B,3.4132000000000002,0,34132
1103,A,0.77550000000000008,1,7755
1103,B,2.7983000000000002,0,27983
1104,A,0.52790000000000004,1,5279
1104,B,6.3388,0,63388
1105,A,1.0744,1,10744
1105,B,2.0720000000000001,1,20720
1106,A,0.59870000000000001,1,5987
1106,B,1.9664000000000001,1,19664
1107,A,0.8014,1,8014
1107,B,1.1889000000000001,0,11889
1108,A,0.47540000000000004,1,4754
1108,B,2.9343000000000004,1,29343
1109,A,0.57569999999999999,1,5757
1109,B,4.1835000000000004,0,41835
1110,A,0.46210000000000001,1,4621
1110,B,0.8982,0,8982
1111,A,0.30430000000000001,1,3043
1111,B,0.57330000000000003,0,5733
1112,A,1.2264000000000002,1,12264
1112,B,0.32130000000000003,0,3213
1113,A,0.3841,1,3841
1113,B,0.69180000000000008,0,6918
1114,A,0.54990000000000006,1,5499
1114,B,0.2097,0,2097
1115,A,0.8155,1,8155
1115,B,2.3866000000000001,1,23866
1116,A,0.90170000000000006,1,9017
1116,B,0.62160000000000004,1,6216
1117,A,2.6361000000000003,1,26361
1117,B,0.28850000000000003,0,2885
1118,A,0.78590000000000004,1,7859
1118,B,1.3796000000000002,0,13796
1119,A,0.7288,1,7288
1119,B,0.53670000000000007,0,5367
1120,A,0.52550000000000008,0,5255
1120,B,0.86640000000000006,0,8664
1121,A,0.84020000000000006,1,8402
1121,B,2.2926000000000002,1,22926
1122,A,1.0266999999999999,1,10267
1122,B,0.6159,0,6159
1123,A,0.73740000000000006,0,7374
1123,B,1.9646000000000001,1,19646
1124,A,1.9906000000000001,1,19906
1124,B,0.57330000000000003,0,5733
1125,A,1.6023000000000001,1,16023
1125,B,0.80320000000000003,1,8032
1126,A,0.6976,1,6976
1126,B,2.4862000000000002,0,24862
1127,A,0.76219999999999999,1,7622
1127,B,1.0648,0,10648
1128,A,1.6977,1,16977
1128,B,1.5194000000000001,0,15194
1129,A,0.90150000000000008,1,9015
1129,B,4.1865000000000006,1,41865
1130,A,1.1813,1,11813
1130,B,1.3971,0,13971
1131,A,0.62250000000000005,1,6225
1131,B,1.0251000000000001,0,10251
1132,A,1.3058000000000001,1,13058
1132,B,0.43110000000000004,1,4311
1133,A,1.2155,1,12155
1133,B,0.53690000000000004,0,5369
1134,A,0.4738,1,4738
1134,B,0.27840000000000004,0,2784
1135,A,0.94520000000000004,1,9452
1135,B,2.4516,0,24516
1136,A,2.5104000000000002,1,25104
1136,B,1.7795000000000001,0,17795
1137,A,0.67630000000000001,1,6763
1137,B,1.5660000000000001,1,15660
1138,A,1.4539,1,14539
1138,B,1.1546000000000001,0,11546
1139,A,1.1132,1,11132
1139,B,0.4219,0,4219
1140,A,0.60710000000000008,1,6071
1140,B,1.0851,1,10851
1141,A,0.91090000000000004,1,9109
1141,B,3.7130000000000001,0,37130
1142,A,0.75940000000000007,1,7594
1142,B,1.0559000000000001,0,10559
1143,A,0.69180000000000008,1,6918
1143,B,0.50770000000000004,0,5077
1144,A,0.7923,1,7923
1144,B,0.48820000000000002,0,4882
1145,A,0.4793,1,4793
1145,B,3.2324000000000002,0,32324
1146,A,1.3791,1,13791
1146,B,0.29749999999999999,0,2975
1147,A,0.54090000000000005,1,5409
1147,B,1.3620000000000001,0,13620
1148,A,1.0482,1,10482
1148,B,1.7179,1,17179
1149,A,0.46890000000000004,1,4689
1149,B,0.44870000000000004,0,4487
1150,A,1.5048000000000001,1,15048
1150,B,1.5229000000000001,0,15229
1151,A,0.6804,1,6804
1151,B,1.1606000000000001,1,11606
1152,A,1.1221000000000001,1,11221
1152,B,0.58540000000000003,0,5854
1153,A,0.40550000000000003,1,4055
1153,B,1.8442000000000001,1,18442
1154,A,0.44520000000000004,1,4452
1154,B,0.3841,0,3841
1155,A,0.53539999999999999,1,5354
1155,B,0.49280000000000002,0,4928
1156,A,1.0714000000000001,1,10714
1156,B,0.81490000000000007,0,8149
1157,A,1.8187,1,18187
1157,B,2.0582000000000003,0,20582
1158,A,1.2270000000000001,1,12270
1158,B,0.69930000000000003,0,6993
1159,A,0.3664,1,3664
1159,B,3.1124000000000001,0,31124
1160,A,1.1387,1,11387
1160,B,0.27729999999999999,0,2773
1161,A,0.58310000000000006,1,5831
1161,B,0.28660000000000002,0,2866
1162,A,1.2922,1,12922
1162,B,0.59660000000000002,0,5966
1163,A,0.76260000000000006,1,7626
1163,B,1.5433000000000001,1,15433
1164,A,0.38590000000000002,1,3859
1164,B,1.6345000000000001,1,16345
1165,A,0.81580000000000008,1,8158
1165,B,0.78510000000000002,1,7851
1166,A,0.84420000000000006,1,8442
1166,B,1.4380000000000002,1,14380
1167,A,0.55310000000000004,1,5531
1167,B,1.2826,0,12826
1168,A,0.6321,1,6321
1168,B,1.9162000000000001,0,19162
1169,A,0.45250000000000001,1,4525
1169,B,0.95850000000000002,0,9585
1170,A,0.66880000000000006,1,6688
1170,B,0.53639999999999999,0,5364
1171,A,0.79100000000000004,1,7910
1171,B,0.53780000000000006,0,5378
1172,A,0.45630000000000004,1,4563
1172,B,0.96630000000000005,0,9663
1173,A,0.50619999999999998,1,5062
1173,B,1.2178,0,12178
1174,A,0.55659999999999998,1,5566
1174,B,1.0016,1,10016
1175,A,0.60510000000000008,1,6051
1175,B,4.3352000000000004,0,43352
1176,A,0.40710000000000002,1,4071
1176,B,1.1879,1,11879
1177,A,0.53090000000000004,1,5309
1177,B,2.8071000000000002,1,28071
1178,A,0.66390000000000005,1,6639
1178,B,0.66830000000000001,1,6683
1179,A,0.9456,1,9456
1179,B,1.8284,0,18284
1180,A,1.0479000000000001,1,10479
1180,B,1.9215,0,19215
1181,A,1.1368,1,11368
1181,B,1.7223000000000002,0,17223
1182,A,0.72600000000000009,1,7260
1182,B,0.7571,1,7571
1183,A,0.66200000000000003,1,6620
1183,B,0.622,0,6220
1184,A,0.76690000000000003,1,7669
1184,B,2.5584000000000002,1,25584
1185,A,0.79090000000000005,1,7909
1185,B,1.4415,0,14415
1186,A,0.63050000000000006,1,6305
1186,B,1.2128000000000001,0,12128
1187,A,0.80310000000000004,1,8031
1187,B,0.2596,0,2596
1188,A,1.0593000000000001,1,10593
1188,B,0.25290000000000001,0,2529
1189,A,0.35189999999999999,1,3519
1189,B,3.7751000000000001,0,37751
1190,A,0.70720000000000005,1,7072
1190,B,3.4006000000000003,1,34006
1191,A,0.62670000000000003,1,6267
1191,B,0.42570000000000002,0,4257
1192,A,1.0841000000000001,1,10841
1192,B,0.94950000000000001,0,9495
1193,A,1.4626000000000001,1,14626
1193,B,3.4625000000000004,0,34625
1194,A,0.72270000000000001,1,7227
1194,B,0.49110000000000004,1,4911
1195,A,1.1711,1,11711
1195,B,1.3894,0,13894
1196,A,0.46050000000000002,1,4605
1196,B,1.7169000000000001,0,17169
1197,A,0.61409999999999998,1,6141
1197,B,1.9034,0,19034
1198,A,1.0336000000000001,1,10336
1198,B,0.83030000000000004,0,8303
1199,A,0.63580000000000003,1,6358
1199,B,0.64029999999999998,0,6403
1200,A,0.56110000000000004,1,5611
1200,B,1.2201,0,12201
1201,A,1.7808000000000002,1,17808
1201,B,0.43049999999999999,0,4305
1202,A,0.503,1,5030
1202,B,0.64360000000000006,1,6436
1203,A,0.79050000000000009,1,7905
1203,B,0.49220000000000003,1,4922
1204,A,1.0268000000000002,1,10268
1204,B,1.4369000000000001,1,14369
1205,A,0.876,1,8760
1205,B,1.2059,1,12059
1206,A,0.70890000000000009,1,7089
1206,B,1.2453000000000001,0,12453
1207,A,0.89100000000000001,1,8910
1207,B,1.4024000000000001,0,14024
1208,A,1.1763000000000001,1,11763
1208,B,2.1725000000000003,0,21725
1209,A,0.65339999999999998,1,6534
1209,B,1.7486000000000002,1,17486
1210,A,0.21160000000000001,1,2116
1210,B,1.4031,0,14031
1211,A,1.4893000000000001,1,14893
1211,B,0.28290000000000004,0,2829
1212,A,2.0367999999999999,1,20368
1212,B,0.59160000000000001,0,5916
1213,A,0.74340000000000006,1,7434
1213,B,0.40180000000000005,0,4018
1214,A,0.84400000000000008,1,8440
1214,B,4.7042000000000002,1,47042
1215,A,0.85350000000000004,1,8535
1215,B,3.6348000000000003,0,36348
1216,A,1.0116000000000001,1,10116
1216,B,2.7644000000000002,0,27644
1217,A,0.63529999999999998,1,6353
1217,B,0.14280000000000001,0,1428
1218,A,0.4627,1,4627
1218,B,0.36030000000000001,0,3603
1219,A,0.53310000000000002,1,5331
1219,B,2.3358000000000003,1,23358
1220,A,0.67830000000000001,1,6783
1220,B,1.0839000000000001,0,10839
1221,A,0.57500000000000007,1,5750
1221,B,0.84020000000000006,0,8402
1222,A,1.2892000000000001,1,12892
1222,B,2.7040999999999999,0,27041
1223,A,0.90110000000000001,1,9011
1223,B,0.38170000000000004,0,3817
1224,A,1.1017000000000001,1,11017
1224,B,0.58240000000000003,0,5824
1225,A,0.34860000000000002,1,3486
1225,B,2.3592,1,23592
1226,A,1.0994000000000002,1,10994
1226,B,0.44210000000000005,1,4421
1227,A,0.93310000000000004,1,9331
1227,B,1.2628000000000001,0,12628
1228,A,1.1697,1,11697
1228,B,2.6628000000000003,1,26628
1229,A,0.76130000000000009,1,7613
1229,B,0.26690000000000003,0,2669
1230,A,1.3623000000000001,1,13623
1230,B,1.2379,0,12379
1231,A,0.74720000000000009,1,7472
1231,B,0.3322,0,3322
1232,A,0.62419999999999998,1,6242
1232,B,0.3881,1,3881
1233,A,0.94890000000000008,1,9489
1233,B,0.64329999999999998,0,6433
1234,A,0.87390000000000001,1,8739
1234,B,0.84010000000000007,0,8401
1235,A,0.39000000000000001,1,3900
1235,B,2.1068000000000002,0,21068
1236,A,0.27940000000000004,1,2794
1236,B,0.46750000000000003,0,4675
1237,A,1.2979000000000001,1,12979
1237,B,2.0651999999999999,0,20652
1238,A,1.0863,1,10863
1238,B,2.1537000000000002,0,21537
1239,A,1.0044999999999999,1,10045
1239,B,1.2409000000000001,0,12409
1240,A,1.0186999999999999,1,10187
1240,B,1.1788000000000001,0,11788
1241,A,0.70960000000000001,1,7096
1241,B,2.2844000000000002,1,22844
1242,A,0.55959999999999999,1,5596
1242,B,1.4184000000000001,1,14184
1243,A,0.71700000000000008,1,7170
1243,B,1.3048,0,13048
1244,A,0.50350000000000006,1,5035
1244,B,2.0599000000000003,0,20599
1245,A,0.89030000000000009,1,8903
1245,B,0.69280000000000008,0,6928
1246,A,0.79020000000000001,1,7902
1246,B,1.1640000000000001,0,11640
1247,A,0.63919999999999999,1,6392
1247,B,0.65480000000000005,0,6548
1248,A,0.58979999999999999,1,5898
1248,B,1.4656,1,14656
1249,A,0.82820000000000005,1,8282
1249,B,1.6057000000000001,1,16057
1250,A,2.9327000000000001,1,29327
1250,B,0.76650000000000007,0,7665
1251,A,0.47060000000000002,1,4706
1251,B,0.22370000000000001,0,2237
1252,A,0.82340000000000002,1,8234
1252,B,0.54930000000000001,0,5493
1253,A,0.47000000000000003,1,4700
1253,B,0.1052,0,1052
1254,A,0.79810000000000003,1,7981
1254,B,0.87630000000000008,0,8763
1255,A,0.55880000000000007,1,5588
1255,B,0.55359999999999998,0,5536
1256,A,0.52360000000000007,1,5236
1256,B,2.2244999999999999,0,22245
1257,A,0.37880000000000003,1,3788
1257,B,0.78639999999999999,1,7864
1258,A,0.48750000000000004,1,4875
1258,B,1.7429000000000001,1,17429
1259,A,0.65010000000000001,1,6501
1259,B,2.7439,1,27439
1260,A,1.4996,1,14996
1260,B,2.6079000000000003,0,26079
1261,A,1.4523000000000001,1,14523
1261,B,0.59330000000000005,0,5933
1262,A,1.4662000000000002,1,14662
1262,B,0.749,0,7490
1263,A,1.7005000000000001,1,17005
1263,B,0.67080000000000006,0,6708
1264,A,0.44240000000000002,1,4424
1264,B,3.1069,1,31069
1265,A,0.51619999999999999,1,5162
1265,B,3.5635000000000003,1,35635
1266,A,0.49980000000000002,1,4998
1266,B,0.71220000000000006,0,7122
1267,A,0.30880000000000002,1,3088
1267,B,3.6439000000000004,0,36439
1268,A,1.3321000000000001,1,13321
1268,B,1.7111000000000001,1,17111
1269,A,0.49000000000000005,1,4900
1269,B,2.1049000000000002,1,21049
1270,A,1.9205000000000001,1,19205
1270,B,0.73630000000000007,0,7363
1271,A,0.65839999999999999,1,6584
1271,B,1.5482,1,15482
1272,A,0.7611,1,7611
1272,B,1.2345000000000002,0,12345
1273,A,1.1415,1,11415
1273,B,0.69090000000000007,0,6909
1274,A,1.2363,1,12363
1274,B,0.60450000000000004,1,6045
1275,A,1.1909000000000001,1,11909
1275,B,0.45710000000000001,0,4571
1276,A,1.3211000000000002,1,13211
1276,B,0.82069999999999999,0,8207
1277,A,0.96850000000000003,1,9685
1277,B,2.2972000000000001,1,22972
1278,A,0.52529999999999999,1,5253
1278,B,0.65560000000000007,0,6556
1279,A,0.4753,1,4753
1279,B,0.6794,0,6794
1280,A,1.75,1,17500
1280,B,1.7694000000000001,0,17694
1281,A,0.77690000000000003,1,7769
1281,B,1.3797000000000001,0,13797
1282,A,0.35589999999999999,1,3559
1282,B,1.3185,0,13185
1283,A,1.6164000000000001,1,16164
1283,B,1.2268000000000001,0,12268
1284,A,0.55359999999999998,1,5536
1284,B,0.74180000000000001,0,7418
1285,A,0.74930000000000008,1,7493
1285,B,1.0585,1,10585
1286,A,0.96960000000000002,1,9696
1286,B,0.39560000000000001,1,3956
1287,A,0.37370000000000003,0,3737
1287,B,0.68280000000000007,0,6828
1288,A,0.38220000000000004,1,3822
1288,B,0.23380000000000001,0,2338
1289,A,0.8226,1,8226
1289,B,0.33890000000000003,0,3389
1290,A,1.7371000000000001,1,17371
1290,B,0.67080000000000006,0,6708
1291,A,0.68920000000000003,1,6892
1291,B,0.75490000000000002,0,7549
1292,A,1.6561000000000001,1,16561
1292,B,1.7159,1,17159
1293,A,0.43770000000000003,1,4377
1293,B,2.5508000000000002,1,25508
1294,A,0.9708,1,9708
1294,B,1.772,0,17720
1295,A,1.1624000000000001,1,11624
1295,B,1.7576000000000001,0,17576
1296,A,1.0899000000000001,1,10899
1296,B,3.8549000000000002,0,38549
1297,A,0.71710000000000007,1,7171
1297,B,0.6351,0,6351
1298,A,0.3805,1,3805
1298,B,2.9460000000000002,1,29460
1299,A,0.49440000000000001,1,4944
1299,B,1.1263000000000001,0,11263
1300,A,1.1987000000000001,1,11987
1300,B,1.1549,0,11549
1301,A,0.34079999999999999,1,3408
1301,B,1.2272000000000001,0,12272
1302,A,0.4052,1,4052
1302,B,0.6704,0,6704
1303,A,0.28070000000000001,1,2807
1303,B,1.5279,0,15279
1304,A,0.72560000000000002,1,7256
1304,B,0.56269999999999998,0,5627
1305,A,0.98100000000000009,1,9810
1305,B,0.8538,1,8538
1306,A,0.50140000000000007,1,5014
1306,B,1.302,1,13020
1307,A,1.2999000000000001,0,12999
1307,B,1.8488,1,18488
1308,A,0.64540000000000008,1,6454
1308,B,0.1608,0,1608
1309,A,0.75840000000000007,1,7584
1309,B,0.18110000000000001,0,1811
1310,A,0.2636,1,2636
1310,B,1.2003000000000001,1,12003
1311,A,0.40800000000000003,1,4080
1311,B,2.2964000000000002,0,22964
1312,A,0.73550000000000004,1,7355
1312,B,0.3301,0,3301
1313,A,0.93080000000000007,1,9308
1313,B,0.73910000000000009,0,7391
1314,A,1.2195,1,12195
1314,B,0.7732,1,7732
1315,A,0.57800000000000007,1,5780
1315,B,4.1683000000000003,1,41683
1316,A,1.1660000000000001,1,11660
1316,B,0.35550000000000004,0,3555
1317,A,0.60930000000000006,1,6093
1317,B,2.3076000000000003,1,23076
1318,A,0.4733,1,4733
1318,B,1.2049000000000001,0,12049
1319,A,1.909,1,19090
1319,B,1.0114000000000001,1,10114
1320,A,0.82400000000000007,1,8240
1320,B,0.63790000000000002,0,6379
1321,A,0.52829999999999999,1,5283
1321,B,5.3851000000000004,0,53851
1322,A,0.73840000000000006,1,7384
1322,B,0.27510000000000001,0,2751
1323,A,1.8658000000000001,1,18658
1323,B,2.3593000000000002,0,23593
1324,A,1.5316000000000001,1,15316
1324,B,1.5127000000000002,1,15127
1325,A,1.1903000000000001,1,11903
1325,B,0.8175,1,8175
1326,A,0.57220000000000004,1,5722
1326,B,0.28090000000000004,0,2809
1327,A,0.55390000000000006,1,5539
1327,B,0.68310000000000004,0,6831
1328,A,0.97560000000000002,1,9756
1328,B,0.75380000000000003,1,7538
1329,A,0.79700000000000004,1,7970
1329,B,1.3147,0,13147
1330,A,0.51040000000000008,1,5104
1330,B,1.3346,0,13346
1331,A,0.60150000000000003,1,6015
1331,B,0.58630000000000004,0,5863
1332,A,0.84960000000000002,1,8496
1332,B,0.37160000000000004,0,3716
1333,A,1.0508999999999999,1,10509
1333,B,0.92930000000000001,1,9293
1334,A,0.77440000000000009,1,7744
1334,B,0.4758,0,4758
1335,A,1.2201,1,12201
1335,B,0.97550000000000003,1,9755
1336,A,0.68690000000000007,1,6869
1336,B,0.86070000000000002,1,8607
1337,A,0.6966,1,6966
1337,B,0.84279999999999999,0,8428
1338,A,0.74280000000000002,1,7428
1338,B,3.7712000000000003,1,37712
1339,A,0.91410000000000002,1,9141
1339,B,0.61760000000000004,0,6176
1340,A,0.70730000000000004,1,7073
1340,B,2.9875000000000003,0,29875
1341,A,0.46929999999999999,1,4693
1341,B,0.67690000000000006,0,6769
1342,A,0.42770000000000002,1,4277
1342,B,2.6294,0,26294
1343,A,0.55110000000000003,0,5511
1343,B,0.58010000000000006,0,5801
1344,A,2.2345999999999999,1,22346
1344,B,1.0505,1,10505
1345,A,1.0574000000000001,1,10574
1345,B,0.4178,1,4178
1346,A,0.90440000000000009,1,9044
1346,B,2.8518000000000003,1,28518
1347,A,0.5675,1,5675
1347,B,1.0490000000000002,0,10490
1348,A,0.50950000000000006,1,5095
1348,B,2.4828000000000001,1,24828
1349,A,1.3431,1,13431
1349,B,0.55690000000000006,1,5569
1350,A,0.87060000000000004,1,8706
1350,B,0.9536,1,9536
1351,A,0.89100000000000001,1,8910
1351,B,0.79310000000000003,0,7931
1352,A,1.1476,1,11476
1352,B,0.52560000000000007,0,5256
1353,A,0.36849999999999999,1,3685
1353,B,2.6106000000000003,0,26106
1354,A,0.79280000000000006,1,7928
1354,B,0.55200000000000005,0,5520
1355,A,0.34340000000000004,1,3434
1355,B,0.65429999999999999,1,6543
1356,A,0.73250000000000004,1,7325
1356,B,2.9308000000000001,0,29308
1357,A,0.97270000000000001,1,9727
